id,vurdering,type,navn,område,koordinater,begrundelse,vurderet,kategorier,score,antal_objekter,tæt_på_spot,auto_koordinater,osm,osm_status,fundet
k-way237099504,,,,Bjørnø By,,,,bro,1.0,3,,"55.0564102, 10.2638701",way/237099504 way/237099505 way/237099506,ok,2026-09-24
k-way237099564,,,,Nyborg,,,,bro,1.0,1,,"55.3103736, 10.8195701",way/237099564,ok,2026-09-24
k-way237100750,,,,Elvighøj,,,,bro,1.0,4,,"55.4957591, 9.6098476",way/237100750 way/54104097 way/54104098 way/54104099,ok,2026-09-24
k-way237101670,,,,Hindsgavlsbro,,,,bro,1.0,1,,"55.4959886, 9.6937596",way/237101670,ok,2026-09-24
k-way237101672,,,,Hindsgavlsbro,,,,bro,1.0,1,,"55.4949845, 9.6947341",way/237101672,ok,2026-09-24
k-way237766645,,,,Hindsgavlsbro,,,,bro,1.0,1,,"55.4950808, 9.7015471",way/237766645,ok,2026-09-24
k-way237889876,,,,Skovshoved,,,,bro,1.0,1,,"55.7456545, 12.5893149",way/237889876,ok,2026-09-24
k-way238035028,,,,Følle Strand,,,,bro,1.0,1,,"56.2916177, 10.4041121",way/238035028,ok,2026-09-24
k-way238133763,,,,Nøragersminde,,,,bro,1.0,2,,"55.5757062, 12.5591770",way/238133763 way/370155978,ok,2026-09-24
k-way239033613,,,,Mariager,,,,bro,1.0,1,,"56.6540766, 9.9835296",way/239033613,ok,2026-09-24
k-way239536576,,,,Sydstranden,,,,bro,1.0,1,,"55.5828286, 12.6287105",way/239536576,ok,2026-09-24
k-way239575296,,,,Ishøj,,,,bro,1.0,2,,"55.6084793, 12.3829187",way/239575296 way/239575298,ok,2026-09-24
k-way239706608,,,,Sundby,,,,bro,1.0,1,,"54.7773163, 11.8418410",way/239706608,ok,2026-09-24
k-way240244660,,,,Nørup,,,,bro,1.0,1,,"55.7165619, 9.3200706",way/240244660,ok,2026-09-24
k-way242855231,,,,Indre By,,,,bro,1.0,1,,"55.6822322, 12.6080955",way/242855231,ok,2026-09-24
k-way244024202,,,,Hattenæs,,,,bro,1.0,5,,"56.1426687, 9.5913776",way/244024202 way/244024203 way/244024204 way/905384947 way/905384948,ok,2026-09-24
k-way244416877,,,,Kysing Næs,,,,bro,1.0,2,,"56.0232962, 10.2654021",way/244416877 way/410006783,ok,2026-09-24
k-way245081409,,,,Hestehave,,,,bro,1.0,1,,"55.0607474, 10.3713574",way/245081409,ok,2026-09-24
k-way245081599,,,,Dybskrog,,,,bro,1.0,1,,"55.0556766, 10.3636213",way/245081599,ok,2026-09-24
k-way245081600,,,,Dybskrog,,,,bro,1.0,1,,"55.0567906, 10.3648949",way/245081600,ok,2026-09-24
k-way245081603,,,,Dybskrog,,,,bro,1.0,1,,"55.0505584, 10.3544480",way/245081603,ok,2026-09-24
k-way245192389,,,,Nab,,,,bro,1.0,1,,"55.0590138, 10.3202272",way/245192389,ok,2026-09-24
k-way245836689,,,,Pøt Strandby,,,,bro,1.0,1,,"55.7900643, 10.0382837",way/245836689,ok,2026-09-24
k-way246925800,,,,Spring-forbi,,,,bro,1.0,1,,"55.8005481, 12.5885720",way/246925800,ok,2026-09-24
k-way250547575,,,,Strynø By,,,,bro,1.0,1,,"54.9161275, 10.5968328",way/250547575,ok,2026-09-24
k-way251509988,,,,Sonnerup,,,,bro,1.0,1,,"55.9558196, 12.0686861",way/251509988,ok,2026-09-24
k-way251579625,,,,Nordhuse,,,,bro,1.0,1,,"55.9872344, 12.0980447",way/251579625,ok,2026-09-24
k-way251834557,,,,Holte,,,,bro,1.0,6,,"55.8141536, 12.4585607",way/251834557 way/251834558 way/251834559 way/442900983 way/442904648 way/443036057,ok,2026-09-24
k-way253483832,,,,Birkholm By,,,,bro,1.0,1,,"54.9342817, 10.5046409",way/253483832,ok,2026-09-24
k-way253816688,,,,Bogense,,,,bro,1.0,3,,"55.5698745, 10.0767006",way/253816688 way/254568613 way/373567870,ok,2026-09-24
k-way254644838,,,,Hejlsminde,,,,bro,1.0,1,,"55.3623748, 9.5991142",way/254644838,ok,2026-09-24
k-way255105778,,,,Rungsted,,,,bro,1.0,7,,"55.8828194, 12.5474413",way/255105778 way/255105779 way/363728037 way/363737995 way/363737996 way/914538383 way/914538384,ok,2026-09-24
k-way255106532,,,,Kirkelte,,,,bro,1.0,1,,"55.8946012, 12.3869101",way/255106532,ok,2026-09-24
k-way25544377,,,,Indre By,,,,bro,1.0,3,,"55.6880131, 12.6154133",way/25544377 way/25544380 way/25544381,ok,2026-09-24
k-way25544865,på kortet,,H,Brøndby Strand,,,,bro,1.0,1,broendby-kajakklub,"55.6098509, 12.4401044",way/25544865,ok,2026-09-24
k-way25563263,,,Bro 7,Rungsted,,,,bro,1.0,2,,"55.8842282, 12.5466228",way/25563263 way/25563265,ok,2026-09-24
k-way255826325,,,,Herredstoft,,,,bro,1.0,1,,"56.2646082, 8.2183337",way/255826325,ok,2026-09-24
k-way257351616,,,,Sølyst,,,,bro,1.0,2,,"55.4831624, 9.7331038",way/257351616 way/566361988,ok,2026-09-24
k-way25896235,,,,Hvidovre,,,,bro,1.0,2,,"55.6294224, 12.5046259",way/25896235 way/926160432,ok,2026-09-24
k-way26005060,,,Bro E,tidl. Den Sorte Badeanstalt,,,,bro,1.0,5,,"54.8978673, 9.7927884",way/26005060 way/26005077 way/26005102 way/26005126 way/26144485,ok,2026-09-24
k-way260244157,,,,Vonsbæk,,,,bro,1.0,1,,"55.2851228, 9.6222136",way/260244157,ok,2026-09-24
k-way260673592,,,,Sundby,,,,bro,1.0,1,,"54.7716147, 11.8538018",way/260673592,ok,2026-09-24
k-way260673597,,,Nordre Bådelaug,Sundby,,,,bro,1.0,1,,"54.7822485, 11.8484194",way/260673597,ok,2026-09-24
k-way260679456,,,,Skibeholt,,,,bro,1.0,1,,"54.7986644, 11.8120497",way/260679456,ok,2026-09-24
k-way260679457,,,,Grænge Skovby,,,,bro,1.0,1,,"54.8078570, 11.7831941",way/260679457,ok,2026-09-24
k-way26144484,,,Bro G,tidl. Den Sorte Badeanstalt,,,,bro,1.0,4,,"54.8974869, 9.7946186",way/26144484 way/26144501 way/832741575 way/832741576,ok,2026-09-24
k-way26171974,,,Q,Brøndby Strand,,,,bro,1.0,2,,"55.6109071, 12.3986699",way/26171974 way/26171977,ok,2026-09-24
k-way26172023,,,G,Vallensbæk,,,,bro,1.0,3,,"55.6126849, 12.3934385",way/26172023 way/26172024 way/26172029,ok,2026-09-24
k-way26172030,,,J,Vallensbæk,,,,bro,1.0,3,,"55.6135912, 12.3951382",way/26172030 way/962209168 way/962209169,ok,2026-09-24
k-way26174334,på kortet,,Bro 7,Ishøj,,,,bro,1.0,1,hundige-havn-hejren,"55.5956455, 12.3534032",way/26174334,ok,2026-09-24
k-way26174346,,,Bro 3,Ishøj,,,,bro,1.0,2,,"55.5925524, 12.3524788",way/26174346 way/26174347,ok,2026-09-24
k-way26179095,,,,Vallensbæk,,,,bro,1.0,2,,"55.6106851, 12.3873474",way/26179095 way/26179124,ok,2026-09-24
k-way26179138,,,,Vallensbæk,,,,bro,1.0,6,,"55.6096962, 12.3905141",way/26179138 way/26179352 way/473763573 way/608834569 way/608834570 way/963693833,ok,2026-09-24
k-way26205050,på kortet,,,Spodsbjerg,,,,bro,1.0,2,spot-7,"54.9326454, 10.8320256",way/26205050 way/26205051,ok,2026-09-24
k-way26222497,,,Bro A,tidl. Den Sorte Badeanstalt,,,,bro,1.0,2,,"54.8999944, 9.7923795",way/26222497 way/26222498,ok,2026-09-24
k-way262748623,,,,Kastrup,,,,slæbested,1.0,1,,"55.6374764, 12.6538727",node/13905422071,ok,2026-09-24
k-way263067243,,,,Hellebæk,,,,bro,1.0,1,,"56.0639018, 12.5321023",way/263067243,ok,2026-09-24
k-way264450074,,,,Glumsø,,,,bro,1.0,1,,"55.3538996, 11.6710046",way/264450074,ok,2026-09-24
k-way26450723,,,,Jyllinge,,,,bro,1.0,2,,"55.7442431, 12.0959041",way/26450723 way/26450726,ok,2026-09-24
k-way26584735,på kortet,,,Hanehoved,,,,bro,1.0,2,frederiksvaerk-ro-og-kajakklub,"55.9640338, 11.9977287",way/26584735 way/26584738,ok,2026-09-24
k-way26584739,på kortet,,,Hanehoved,,,,bro,1.0,1,frederiksvaerk-ro-og-kajakklub,"55.9649242, 11.9991561",way/26584739,ok,2026-09-24
k-way268399478,,,,Vetterslev,,,,bro,1.0,1,,"55.3860196, 11.7935535",way/268399478,ok,2026-09-24
k-way27060097,,,,Gabet,,,,bro,1.0,2,,"55.5154962, 10.5520011",way/27060097 way/27060222,ok,2026-09-24
k-way27060641,,,,Lodshuse,,,,bro,1.0,5,,"55.5160581, 10.5699898",way/27060641 way/27060642 way/27060643 way/27060787 way/27061245,ok,2026-09-24
k-way271843019,,,,Sandbjerg,,,,bro,1.0,1,,"54.9430832, 9.7542749",way/271843019,ok,2026-09-24
k-way273903276,,,,Ømose,,,,bro,1.0,1,,"56.0322583, 12.4964154",way/273903276,ok,2026-09-24
k-way275856275,,,,Ørestad,,,,bro,1.0,1,,"55.6315472, 12.5828404",way/275856275,ok,2026-09-24
k-way276222691,,,,Ore Strand,,,,bro,1.0,1,,"54.8933458, 12.0742220",way/276222691,ok,2026-09-24
k-way276656324,,,,Frankrig,,,,bro,1.0,7,,"56.1118547, 9.6806848",way/276656324 way/276656325 way/276656327 way/276656328 way/276656329 way/901554815 way/901554816,ok,2026-09-24
k-way276656326,,,,Frankrig,,,,bro,1.0,1,,"56.1125084, 9.6787532",way/276656326,ok,2026-09-24
k-way276656330,,,,Frankrig,,,,bro,1.0,1,,"56.1093106, 9.6915884",way/276656330,ok,2026-09-24
k-way276715455,,,,Svejbæk,,,,bro,1.0,4,,"56.1201443, 9.6482351",way/276715455 way/276715456 way/276715458 way/429900571,ok,2026-09-24
k-way276815651,,,,Svejbæk,,,,bro,1.0,2,,"56.1248876, 9.6485391",way/276815651 way/276815697,ok,2026-09-24
k-way276815652,på kortet,,,Gammel Laven,,,,bro,1.0,30,moegeloevej,"56.1264252, 9.6819023",way/276815652 way/276815653 way/276815655 way/276815656 way/276815658 way/276815659 way/276815660 way/276815661 way/276815663 way/276815664 way/276815665 way/276815666 way/276815667 way/276815668 way/276815669 way/276815670 way/276815674 way/276815676 way/276815677 way/276815678 way/276815680 way/276815681 way/276815682 way/276815683 way/276815684 way/276815686 way/276815689 way/276815692 way/276815694 way/276815696,ok,2026-09-24
k-way276815671,,,,Svejbæk,,,,bro,1.0,1,,"56.1275262, 9.6651345",way/276815671,ok,2026-09-24
k-way276815672,,,,Svejbæk,,,,bro,1.0,1,,"56.1259049, 9.6538280",way/276815672,ok,2026-09-24
k-way276815685,,,,Gammel Laven,,,,bro,1.0,2,,"56.1279778, 9.6766064",way/276815685 way/276815690,ok,2026-09-24
k-way276815699,,,,Svejbæk,,,,bro,1.0,1,,"56.1269727, 9.6625952",way/276815699,ok,2026-09-24
k-way276831413,,,,Svejbæk,,,,bro,1.0,4,,"56.1274268, 9.6227460",way/276831413 way/276831414 way/276831415 way/276831416,ok,2026-09-24
k-way276871534,,,Hotel Julsø,Frankrig,,,,bro,1.0,1,,"56.1098826, 9.6854551",way/276871534,ok,2026-09-24
k-way277071450,,,,Vesterbro,,,,bro,1.0,4,,"55.6511349, 12.5603425",way/277071450 way/277071451 way/579056405 way/579056407,ok,2026-09-24
k-way277071455,,,,Ballonparken,,,,bro,1.0,1,,"55.6522899, 12.5612505",way/277071455,ok,2026-09-24
k-way277147184,på kortet,,,Kirkehøj,,,,bro,1.0,2,spot-15,"55.8492744, 8.2759742",way/277147184 way/277147185,ok,2026-09-24
k-way279453486,,,,Dyreborg,,,,bro,1.0,1,,"55.0735644, 10.2249933",way/279453486,ok,2026-09-24
k-way282121643,,,,Ravnsnæs,,,,bro,1.0,1,,"55.8617870, 12.4524308",way/282121643,ok,2026-09-24
k-way283118101,,,,Brejning Strand,,,,bro,1.0,4,,"55.6751280, 9.6911915",way/283118101 way/416576150 way/416576156 way/921612601,ok,2026-09-24
k-way283395677,,,,Korshavn,,,,bro,1.0,1,,"55.6078279, 10.6091584",way/283395677,ok,2026-09-24
k-way283545276,,,,Ølstykke,,,,bro,1.0,1,,"55.7721968, 12.1755400",way/283545276,ok,2026-09-24
k-way283849531,,,,Kelstrup Strand,,,,bro,1.0,4,,"55.1900597, 9.5803639",way/283849531 way/283849534 way/283849561 way/292874224,ok,2026-09-24
k-way283849537,,,,Kelstrup Strand,,,,bro,1.0,1,,"55.1917684, 9.5840903",way/283849537,ok,2026-09-24
k-way283849559,,,,Hejsager Strand,,,,bro,1.0,1,,"55.1939761, 9.5991500",way/283849559,ok,2026-09-24
k-way284229771,,,,Høveltsvang,,,,bro,1.0,1,,"55.8522466, 12.3464383",way/284229771,ok,2026-09-24
k-way284887213,,,,Gershøj,,,,bro,1.0,1,,"55.7115820, 11.9738103",way/284887213,ok,2026-09-24
k-way284887217,,,,Gershøj,,,,bro,1.0,1,,"55.7155244, 11.9790633",way/284887217,ok,2026-09-24
k-way285147034,,,,Nøragersminde,,,,bro,1.0,2,,"55.5727951, 12.5458424",way/285147034 way/285147035,ok,2026-09-24
k-way285334190,,,,Nordhavn,,,,bro,1.0,1,,"55.7146677, 12.5900082",way/285334190,ok,2026-09-24
k-way285819413,,,,Strynø By,,,,bro,1.0,1,,"54.9031170, 10.6257672",way/285819413,ok,2026-09-24
k-way285884284,,,,Bådsted,,,,bro,1.0,1,,"55.0522790, 10.1590852",way/285884284,ok,2026-09-24
k-way286309498,,,,Vilstrup Strand,,,,bro,1.0,1,,"55.1601617, 9.5106814",way/286309498,ok,2026-09-24
k-way286309501,,,,Genner Strand,,,,bro,1.0,2,,"55.1302181, 9.4719042",way/286309501 way/286309504,ok,2026-09-24
k-way28634630,,,,Kongeskov Huse,,,,bro,1.0,1,,"55.7376573, 12.3196194",way/28634630,ok,2026-09-24
k-way288905561,,,,Gudsø,,,,bro,1.0,1,,"55.5168090, 9.5589999",way/288905561,ok,2026-09-24
k-way290560229,,,,Hasselø Plantage,,,,bro,1.0,1,,"54.7321472, 11.8700620",way/290560229,ok,2026-09-24
k-way29089596,,,"D, E, F",Sankt Hans,,,,bro,1.0,6,,"55.6527098, 12.0731616",way/29089596 way/29089599 way/29089602 way/29089603 way/29089606 way/4327268,ok,2026-09-24
k-way292064130,,,,Vindeby,,,,bro,1.0,1,,"55.0467811, 10.6081492",way/292064130,ok,2026-09-24
k-way292911261,,,,Borup,,,,bro,1.0,1,,"55.4858046, 11.9829557",way/292911261,ok,2026-09-24
k-way293282794,,,,Lehnskov Huse,,,,bro,1.0,7,,"55.0312697, 10.5279325",way/293282794 way/293282795 way/293282796 way/293282800 way/293282801 way/293282803 way/80383897,ok,2026-09-24
k-way294746118,,,,Rødbyhavn,,,,bro,1.0,3,,"54.6553498, 11.3453585",way/294746118 way/294746119 way/550511200,ok,2026-09-24
k-way295457141,,,,Mommark,,,,bro,1.0,1,,"54.9222155, 10.0441734",way/295457141,ok,2026-09-24
k-way298261286,,,,Nordby,,,,bro,1.0,1,,"55.9636754, 10.5708356",way/298261286,ok,2026-09-24
k-way298974300,,,,Rebæk,,,,bro,1.0,6,,"55.4850303, 9.5178822",way/298974300 way/298974306 way/298974308 way/298974309 way/298974311 way/298974314,ok,2026-09-24
k-way298974304,,,,Rebæk,,,,bro,1.0,4,,"55.4855796, 9.5199948",way/298974304 way/298974305 way/87242316 way/87242326,ok,2026-09-24
k-way298974312,,,,Rebæk,,,,bro,1.0,1,,"55.4841278, 9.5155941",way/298974312,ok,2026-09-24
k-way301061639,,,,Søgård,,,,bro,1.0,2,,"56.4596440, 8.9039405",way/301061639 way/930575730,ok,2026-09-24
k-way30216794,,,,Høgelund,,,,bro,1.0,1,,"55.1917246, 9.3615330",way/30216794,ok,2026-09-24
k-way302332067,,,,Østerhuse,,,,bro,1.0,1,,"55.1231560, 10.9464155",way/302332067,ok,2026-09-24
k-way303536674,,,,Frederiksbjerg,,,,bro,1.0,2,,"56.1532971, 10.1878329",way/303536674 way/303536675,ok,2026-09-24
k-way303537561,,,,Hellighøj,,,,bro,1.0,2,,"55.2582391, 9.5806659",way/303537561 way/303537562,ok,2026-09-24
k-way303537567,,,,Vesterris,,,,bro,1.0,2,,"55.2514395, 9.5651894",way/303537567 way/303537568,ok,2026-09-24
k-way303538673,,,,Snabe,,,,bro,1.0,1,,"55.2736532, 9.6089849",way/303538673,ok,2026-09-24
k-way304631853,,,,Elvighøj,,,,bro,1.0,1,,"55.5160080, 9.5669820",way/304631853,ok,2026-09-24
k-way304631855,,,,Gudsø,,,,bro,1.0,1,,"55.5216442, 9.5664214",way/304631855,ok,2026-09-24
k-way304635636,,,,Hellerup,,,,bro,1.0,5,,"55.7384734, 12.5837823",way/304635636 way/304635637 way/381454803 way/458877002 way/458877004,ok,2026-09-24
k-way306410276,,,,Ribe Søndermark,,,,bro,1.0,1,,"55.3177377, 8.7590704",way/306410276,ok,2026-09-24
k-way306576919,,,,Kammerslusen,,,,bro,1.0,1,,"55.3376346, 8.6847143",way/306576919,ok,2026-09-24
k-way308130179,,,,Handbjerg,,,,bro,1.0,1,,"56.4804641, 8.7193211",way/308130179,ok,2026-09-24
k-way310758874,,,,Ballen,,,,bro,1.0,1,,"55.0374051, 10.4826385",way/310758874,ok,2026-09-24
k-way312845007,,,,Vindeby,,,,bro,1.0,1,,"55.0497811, 10.6158557",way/312845007,ok,2026-09-24
k-way314515790,,,,Klintebjerg,,,,bro,1.0,1,,"55.4766687, 10.4566130",way/314515790,ok,2026-09-24
k-way316257699,,,,Avedøre Holme,,,,bro,1.0,1,,"55.6003372, 12.4815277",way/316257699,ok,2026-09-24
k-way317415083,,,,Skodsborg,,,,bro,1.0,2,,"55.8183976, 12.5760326",way/317415083 way/662840319,ok,2026-09-24
k-way317415095,,,,Skodsborg,,,,bro,1.0,1,,"55.8222023, 12.5755402",way/317415095,ok,2026-09-24
k-way317443181,,,,Stovgård,,,,bro,1.0,1,,"54.9320271, 9.7561156",way/317443181,ok,2026-09-24
k-way317730262,,,,Rønne,,,,bro,1.0,1,,"55.0978037, 14.6902109",way/317730262,ok,2026-09-24
k-way317730276,,,,Rønne,,,,bro,1.0,2,,"55.0978089, 14.6933968",way/317730276 way/317730277,ok,2026-09-24
k-way319145644,,,,Mollerup,,,,bro,1.0,1,,"56.2140850, 10.2205741",way/319145644,ok,2026-09-24
k-way319994660,,,,Korsør,,,,bro,1.0,1,,"55.3304731, 11.1286875",way/319994660,ok,2026-09-24
k-way320040105,,,,Staksrode,,,,bro,1.0,1,,"55.6807314, 9.8607043",way/320040105,ok,2026-09-24
k-way320052365,,,,Sønderhav,,,,bro,1.0,1,,"54.8577411, 9.5017436",way/320052365,ok,2026-09-24
k-way320391467,,,,Grønsund,,,,bro,1.0,1,,"54.8876923, 12.1146748",way/320391467,ok,2026-09-24
k-way321002824,,,,Strandhuse,,,,bro,1.0,3,,"55.6986512, 10.0294687",way/321002824 way/321002829 way/321002833,ok,2026-09-24
k-way321005356,,,,Strandhuse,,,,bro,1.0,1,,"55.7061239, 10.0228040",way/321005356,ok,2026-09-24
k-way321299579,,,,Daugård Strand,,,,bro,1.0,1,,"55.7023823, 9.7055225",way/321299579,ok,2026-09-24
k-way321299586,,,,Daugård Strand,,,,bro,1.0,1,,"55.6955064, 9.7233995",way/321299586,ok,2026-09-24
k-way321299598,,,,Vesterby,,,,bro,1.0,1,,"55.6935759, 9.9291329",way/321299598,ok,2026-09-24
k-way321299609,,,,Sverige,,,,bro,1.0,1,,"55.6952413, 9.9645800",way/321299609,ok,2026-09-24
k-way321299615,,,,Strandhuse,,,,bro,1.0,1,,"55.7015073, 10.0082042",way/321299615,ok,2026-09-24
k-way324050357,,,,As Strandby,,,,bro,1.0,1,,"55.7675016, 10.0169039",way/324050357,ok,2026-09-24
k-way32445315,,,,Tjørring,,,,bro,1.0,1,,"56.1584946, 8.9483321",way/32445315,ok,2026-09-24
k-way32445317,,,,Tjørring,,,,bro,1.0,1,,"56.1571534, 8.9512276",way/32445317,ok,2026-09-24
k-way32445320,,,,Tjørring,,,,bro,1.0,1,,"56.1544547, 8.9539144",way/32445320,ok,2026-09-24
k-way326002777,,,,Kalvehave,,,,bro,1.0,1,,"55.0055071, 12.2217583",way/326002777,ok,2026-09-24
k-way327091330,,,,Endrup,,,,bro,1.0,1,,"56.0082922, 12.3640500",way/327091330,ok,2026-09-24
k-way327222120,,,,Annisse,,,,bro,1.0,1,,"55.9787905, 12.1706459",way/327222120,ok,2026-09-24
k-way327760845,,,,Kongens Lyngby,,,,bro,1.0,1,,"55.7723371, 12.4964188",way/327760845,ok,2026-09-24
k-way32808678,,,E,Aabenraa,,,,bro,1.0,6,,"55.0370607, 9.4232562",way/32808678 way/32808745 way/32808746 way/32808749 way/405650859 way/515862831,ok,2026-09-24
k-way32808747,,,Bro 4,Aabenraa,,,,bro,1.0,3,,"55.0378652, 9.4246693",way/32808747 way/405650847 way/515862830,ok,2026-09-24
k-way328306023,,,Skyllebakke Havn,Frederikssund,,,,havn,1.0,1,,"55.8380437, 12.0540548",way/328306023,ok,2026-09-24
k-way328538384,,,,Sorø,,,,bro,1.0,1,,"55.4435119, 11.5486067",way/328538384,ok,2026-09-24
k-way32957875,,,,Korsør,,,,bro,1.0,5,,"55.3356579, 11.1523938",way/32957875 way/32957876 way/32957878 way/32957883 way/32957884,ok,2026-09-24
k-way32957888,på kortet,,,Korsør,,,,bro,1.0,3,korsoer-ro-og-kajakklub,"55.3350955, 11.1505140",way/32957888 way/32957893 way/32957896,ok,2026-09-24
k-way331829260,,,,Lerbæk,,,,bro,1.0,1,,"57.0870464, 10.0171727",way/331829260,ok,2026-09-24
k-way331829263,,,,Lerbæk,,,,bro,1.0,1,,"57.0833370, 10.0220778",way/331829263,ok,2026-09-24
k-way331853072,,,,Hegnet,,,,bro,1.0,1,,"55.8552025, 8.2034320",way/331853072,ok,2026-09-24
k-way331853073,,,,Hegnet,,,,havn,1.0,1,,"55.8547443, 8.2169776",way/331853073,ok,2026-09-24
k-way334282341,,,,Højrup,,,,bro,1.0,1,,"55.5191954, 9.3849409",way/334282341,ok,2026-09-24
k-way334938191,,,,Hundested,,,,bro,1.0,2,,"55.9662111, 11.8428471",way/334938191 way/430122184,ok,2026-09-24
k-way33598739,,,,Vindeby,,,,bro,1.0,2,,"55.0527301, 10.6130324",way/33598739 way/669295225,ok,2026-09-24
k-way336003605,,,,Sengeløse,,,,bro,1.0,1,,"55.6850687, 12.2585627",way/336003605,ok,2026-09-24
k-way33605179,,,,Vindebyøre,,,,bro,1.0,1,,"55.0596252, 10.6283623",way/33605179,ok,2026-09-24
k-way341008485,,,,Ranum,,,,bro,1.0,1,,"56.8969854, 9.2419828",way/341008485,ok,2026-09-24
k-way341390671,på kortet,,,Kalundborg,,,,bro,1.0,2,kalundborg-roklub,"55.6774401, 11.0741372",way/341390671 way/341390672,ok,2026-09-24
k-way342358694,,,,Vedbæk,,,,bro,1.0,1,,"55.8508628, 12.5721282",way/342358694,ok,2026-09-24
k-way343961521,,,,Sønderborg Huse,,,,bro,1.0,1,,"56.0324510, 12.4002438",way/343961521,ok,2026-09-24
k-way344055989,,,,Aarhus,,,,bro,1.0,1,,"56.1468589, 10.2310372",way/344055989,ok,2026-09-24
k-way344545560,,,,Aarhus,,,,bro,1.0,4,,"56.1484209, 10.2239673",way/344545560 way/344545561 way/344545562 way/344545563,ok,2026-09-24
k-way345836301,,,,Fiskerhusene,,,,bro,1.0,1,,"55.2859528, 9.7693751",way/345836301,ok,2026-09-24
k-way346027144,,,,Stilling,,,,bro,1.0,1,,"56.0579510, 9.9984181",way/346027144,ok,2026-09-24
k-way346027145,,,,Stilling,,,,bro,1.0,1,,"56.0572925, 10.0026673",way/346027145,ok,2026-09-24
k-way348679713,,,,Bjergkammer,,,,bro,1.0,1,,"55.1446965, 10.1188265",way/348679713,ok,2026-09-24
k-way348679715,,,,Helnæs Strand,,,,bro,1.0,1,,"55.1306029, 10.0771010",way/348679715,ok,2026-09-24
k-way348746180,,,,Alnor,,,,bro,1.0,2,,"54.9061941, 9.5938185",way/348746180 way/348746185,ok,2026-09-24
k-way348746183,,,,Egernsund,,,,bro,1.0,1,,"54.9096685, 9.6021151",way/348746183,ok,2026-09-24
k-way348746184,,,,Egernsund,,,,bro,1.0,2,,"54.9077394, 9.6006783",way/348746184 way/348746198,ok,2026-09-24
k-way348746186,,,,Alnor,,,,bro,1.0,1,,"54.9055424, 9.5858541",way/348746186,ok,2026-09-24
k-way348746187,,,,Egernsund,,,,bro,1.0,3,,"54.9043373, 9.6034526",way/348746187 way/348746196 way/348746201,ok,2026-09-24
k-way348746189,,,,Egernsund,,,,bro,1.0,5,,"54.9045566, 9.6004565",way/348746189 way/348746192 way/348746193 way/348746199 way/348746200,ok,2026-09-24
k-way348746205,,,,Egernsund,,,,bro,1.0,1,,"54.9077019, 9.5982617",way/348746205,ok,2026-09-24
k-way349885639,,,,Kollund Østerskov,,,,bro,1.0,2,,"54.8506804, 9.4855383",way/349885639 way/349885640,ok,2026-09-24
k-way349890670,,,,Sønderhav,,,,bro,1.0,3,,"54.8638512, 9.5017670",way/349890670 way/349890675 way/349890679,ok,2026-09-24
k-way349890671,,,,Sønderhav,,,,bro,1.0,2,,"54.8592153, 9.4960590",way/349890671 way/349890678,ok,2026-09-24
k-way349890674,,,,Sønderhav,,,,bro,1.0,3,,"54.8571675, 9.4910598",way/349890674 way/349890676 way/349890677,ok,2026-09-24
k-way349912035,,,,Dybbøløsten,,,,bro,1.0,14,,"54.9161562, 9.7673049",way/349912035 way/349912041 way/349912043 way/349912047 way/349912052 way/349912055 way/349912057 way/349912059 way/349912061 way/349912062 way/349912070 way/349912071 way/349912073 way/662586769,ok,2026-09-24
k-way349912040,,,,Dybbøløsten,,,,bro,1.0,2,,"54.9173642, 9.7657010",way/349912040 way/349912056,ok,2026-09-24
k-way349912049,,,,Sønderborg,,,,bro,1.0,1,,"54.9157245, 9.7695764",way/349912049,ok,2026-09-24
k-way349912051,,,,Sønderborg,,,,bro,1.0,1,,"54.9036656, 9.7783493",way/349912051,ok,2026-09-24
k-way349912054,,,,Sønderborg,,,,bro,1.0,4,,"54.9150449, 9.7733997",way/349912054 way/349912060 way/349912064 way/349912068,ok,2026-09-24
k-way349914795,,,,Stovgård,,,,bro,1.0,1,,"54.9334875, 9.7557244",way/349914795,ok,2026-09-24
k-way349914796,,,,Augustenborg,,,,bro,1.0,2,,"54.9439407, 9.8733270",way/349914796 way/349914799,ok,2026-09-24
k-way349914797,,,,Stovgård,,,,bro,1.0,2,,"54.9382650, 9.7559008",way/349914797 way/349914798,ok,2026-09-24
k-way350050761,,,,Ballebro,,,,bro,1.0,1,,"55.0028705, 9.6572254",way/350050761,ok,2026-09-24
k-way350050765,,,,Ballebro,,,,bro,1.0,2,,"55.0016216, 9.6606489",way/350050765 way/351471502,ok,2026-09-24
k-way352286091,,,,Bastrup,,,,bro,1.0,2,,"55.8177007, 12.2597705",way/352286091 way/743379638,ok,2026-09-24
k-way356794715,,,,Havnbjergskov,,,,slæbested,1.0,1,,"55.0570915, 9.8258008",way/356794715,ok,2026-09-24
k-way357095121,,,Errindlev Havn,Errindlev Havn,,,,havn,1.0,1,,"54.6461154, 11.5498303",way/357095121,ok,2026-09-24
k-way357095122,,,Handermelle Havn,Handermelle,,,,havn,1.0,1,,"54.6580727, 11.5706894",way/357095122,ok,2026-09-24
k-way357173542,,,,Hattenæs,,,,bro,1.0,1,,"56.1514902, 9.5618058",way/357173542,ok,2026-09-24
k-way357173543,,,,Hattenæs,,,,bro,1.0,2,,"56.1514910, 9.5642671",way/357173543 way/905682217,ok,2026-09-24
