id,vurdering,type,navn,område,koordinater,begrundelse,vurderet,kategorier,score,antal_objekter,tæt_på_spot,auto_koordinater,osm,osm_status,fundet
k-node13980034108,måske,bro,Nørresø,Houlkær,"56.4677453, 9.4329908","Nørresø (Viborg) med en 57 m lang bro med vinkel for enden. Luftfotoet viser grøn overflade, måske alger eller planter.",2026-09-24,badebro badested bro slæbested,4.5,6,,"56.4679231, 9.4335809",node/13980034108 way/1206798504 way/1206798505 way/1206798507 way/481816481 way/488269579,ok,2026-09-24
k-node13981218934,,,Kalundborg Havnebad,Kalundborg,,,,badebro havnebad badested bro,4.5,5,,"55.6770203, 11.0850681",node/13981218934 way/1269036985 way/1352509988 way/1352509989 way/1352509990,ok,2026-09-24
k-node13985359044,,,Taarbæk Havn,Taarbæk,,,,badebro badested bro havn,4.5,11,,"55.7869815, 12.5959177",node/13985359044 node/2260177673 way/1349200207 way/429847836 way/429847837 way/429847838 way/429847933 way/429847934 way/429848274 way/914082671 way/914082677,ok,2026-09-24
k-node13989639439,,,Frederiksværk Fjordbad,Hanehoved,,,,badebro badested bro havn,4.5,3,,"55.9633074, 11.9959885",node/13989639439 node/2250459816 way/110768986,ok,2026-09-24
k-node13990726816,,,Kongsdal,Kongsdal Huse,,,,badebro badested bro havn,4.5,9,,"56.6833293, 10.0730101",node/13990726816 way/1418888441 way/1418888442 way/1418888446 way/1418888447 way/1418888448 way/1418888449 way/1418888450 way/166885669,ok,2026-09-24
k-node13994493270,,,Rørvig Havn,Rørvig,,,,badebro badested bro havn,4.5,11,,"55.9431726, 11.7666775",node/13994493270 node/1131182317 way/108740488 way/108740500 way/1494612418 way/1494612419 way/1494612420 way/380897634 way/380898583 way/380898586 way/380898587,ok,2026-09-24
k-node13994954895,måske,bro,Julsø -Ludvigslyst,Svejbæk,"56.1293168, 9.6435853","Offentligt badested ved Julsø (Ludvigslyst) med en 65 m lang bro og platform ud til mørkt, dybt vand. Rørskov langs bredden og mange private broer ved siden af.",2026-09-24,badebro badested bro slæbested,4.5,8,,"56.1295769, 9.6436229",node/13994954895 way/1068979046 way/1068979047 way/146965821 way/230861732 way/902540714 way/902540715 way/902540716,ok,2026-09-24
k-node13994990093,måske,bro,Rodskov Strand,Havhusene,"56.2916550, 10.3953527","Rodskov Strand/Rosenholm Bådelaug med en 108 m lang bro ud i Kalø Vig. Lavt vand langt ud med ålegræs, men en platform for enden.",2026-09-24,badebro badested bro slæbested,4.5,4,,"56.2925928, 10.3951489",node/13994990093 node/9113438986 way/162366996 way/69403802,ok,2026-09-24
k-node13994999144,lovende,bro,Tange Sø - Marina,Ans,"56.3143582, 9.5851539","Tange Sø Marina/badested (Ans) med flere broer (40–75 m) ud i en stor, dyb sø. Offentlig plads og parkering.",2026-09-24,badebro badested bro havn,4.5,20,,"56.3141261, 9.5852075",node/13994999144 node/9550429925 way/582566274 way/718191815 way/718191816 way/904053238 way/904053239 way/904053240 way/904053241 way/904053242 way/904053247 way/904053248 way/904053249 way/904053250 way/904053251 way/904053252 way/904053253 way/904053254 way/904053255 way/904053259,ok,2026-09-24
k-node13995027251,måske,bro,Studstrup Strand,Grevelund,"56.2562944, 10.3474718","Studstrup Strand med en 32 m lang bro i Kalø Vig/Aarhus Bugt. Lavt og klart vand med ålegræs, åben kyst.",2026-09-24,badebro badested bro slæbested,4.5,3,,"56.2566818, 10.3470158",node/13995027251 way/1287175064 way/691992012,ok,2026-09-24
k-node13995060243,nej,bro,Bogens Strand,Bogens Strand,,Bogens Strand: en 75 m lang bro på en åben kyst med brænding ud mod Kattegat. For udsat.,2026-09-24,badebro badested bro slæbested,4.5,3,,"56.2083647, 10.5769610",node/13995060243 node/8912078082 way/963464540,ok,2026-09-24
k-node14026329479,,,Fynshoved Camping,Korshavn,,,,badebro badested bro slæbested,4.5,3,,"55.6109229, 10.6271065",node/14026329479 node/5562894345 way/71415825,ok,2026-09-24
k-node2282635962,på kortet,,Holbæk Roklub,Holbæk,,,,roklub bro,4.5,3,holbaek-vinterbadere,"55.7188112, 11.6968498",node/2282635962 way/108354996 way/108355003,ok,2026-09-24
k-node3033538034,,,Kajakklubben Esrum Sø,Nødebo,,,,kajakklub bro,4.5,3,,"55.9793702, 12.3519272",node/3033538034 way/182247590 way/214565569,ok,2026-09-24
k-node3228021010,,,Grenaa Roklub,Klitten,,,,roklub bro,4.5,2,,"56.4087091, 10.9242888",node/3228021010 way/330247899,ok,2026-09-24
k-node3234494607,,,Tvørabaturin,Nordhavn,,,,roklub badested,4.5,3,,"55.7226740, 12.6019688",node/3234494607 node/3234537944 node/11166944426,ok,2026-09-24
k-node3315493044,lovende,badebro,Tange Søbad,Høbjerg,"56.3339655, 9.5761890","Tange Søbad/vinterbad med en 41 m lang bro ud i Tange Sø. Stor sø med dybt, mørkt vand.",2026-09-24,badebro vinterbad badested bro,4.5,3,,"56.3345454, 9.5760012",node/3315493044 node/13994974113 way/904053262,ok,2026-09-24
k-node3404449302,,,Dragør Søbad,Dragør,,,,badebro vinterbad badested bro,4.5,2,,"55.5869803, 12.6755076",node/3404449302 way/158294523,ok,2026-09-24
k-node4718031252,,,Mommark Strand,Mommark,,,,badebro badested bro slæbested,4.5,3,,"54.9310276, 10.0445359",node/4718031252 node/3545281716 way/1201246355,ok,2026-09-24
k-node5678033017,,,Charlottenlund Kajakklub,Hellerup,,,,kajakklub bro,4.5,3,,"55.7437132, 12.5874084",node/5678033017 way/595875219 way/914082608,ok,2026-09-24
k-node5961522947,på kortet,,Furesøbad Kiosk,Farum,,,,badebro vinterbad badested bro,4.5,6,vinterbadeklubben-furesoe,"55.8030096, 12.3858686",node/5961522947 way/238150048 way/26324402 node/13981132069 way/625779443 way/625779444,ok,2026-09-24
k-node6001352627,på kortet,,Roskilde Kajakpolo & SUP,Sankt Agnes Huse,,,,kajakklub sup,4.5,1,spot-9,"55.6491653, 12.0784655",node/6001352627,ok,2026-09-24
k-node7541158084,,,Ærø Kajak og SUP,Trovsløkke,,,,kajakklub sup,4.5,1,,"54.8477148, 10.4951242",node/7541158084,ok,2026-09-24
k-node7689541583,,,Vestjysk Kanoudlejning,Kvie,,,,kajakklub udlejning,4.5,1,,"55.7082267, 8.7671731",node/7689541583,ok,2026-09-24
k-node8929111662,,,Kajakoasen,Plejerup,,,,kajakklub udlejning,4.5,1,,"55.7913958, 11.6318202",node/8929111662,ok,2026-09-24
k-node9024871313,,,Vester Strand,Overdrevshuse,,,,badebro badested bro slæbested,4.5,3,,"55.8550358, 11.9575734",node/9024871313 way/1351268213 way/641270922,ok,2026-09-24
k-node9161359751,,,Charlottenlund Søbad Kiosk,Skovshoved,,,,badebro vinterbad badested bro,4.5,3,,"55.7491582, 12.5909370",node/9161359751 way/1089482601 relation/3205786,ok,2026-09-24
k-node9335157681,,,Nybro Kanoplads,Nybro,,,,kajakklub bro,4.5,3,,"56.2467576, 8.8783628",node/9335157681 way/431505350 way/1347031802,ok,2026-09-24
k-way1039251392,,,Kastrup Broforenings Bådehavn,Kastrup,,,,roklub havn,4.5,1,,"55.6350435, 12.6560869",way/1039251392,ok,2026-09-24
k-way105399672,,,Roklubben Stevns,Rødvig,,,,roklub slæbested,4.5,2,,"55.2540601, 12.3715881",way/105399672 way/623452706,ok,2026-09-24
k-way1055356670,måske,flydebro,,Sandmark,"56.1752580, 9.5319112","Kajakpolobane med flydende gangbroer i Sølystparken (samme område som k-node12462905430). Grønt vand, som kan være lavt eller have planter.",2026-09-24,kajakklub bro,4.5,3,,"56.1755029, 9.5316859",way/1055356670 way/1055607207 way/464708199,ok,2026-09-24
k-way106020151,,,Middelfart Roklub,Snoghøj,,,,roklub bro,4.5,5,,"55.5116921, 9.7111494",way/106020151 way/734364264 way/734364265 way/734364267 way/734364268,ok,2026-09-24
k-way117808271,på kortet,,Fredericia Roklub,Fredericia,,,,roklub bro,4.5,3,fredericia-roklub,"55.5697771, 9.7703804",way/117808271 way/232562857 way/400618652,ok,2026-09-24
k-way1224968598,,,,Hee,,,,kajakklub bro,4.5,1,,"56.1372856, 8.3010788",way/1224968598,ok,2026-09-24
k-way1236050613,,,Valhal Havnebad,Brøndby Strand,,,,badebro havnebad badested bro,4.5,4,,"55.6101770, 12.4000775",way/1236050613 way/1236050615 way/1185198992 way/1236050607,ok,2026-09-24
k-way1303080528,,,Vinterbaderne,Rungsted,,,,badebro vinterbad bro slæbested,4.5,17,,"55.8866396, 12.5479498",way/1303080528 node/1646262825 node/1646262838 node/2069112790 way/197663624 way/363730244 way/363730251 way/363730253 way/363730256 way/363730258 way/363730260 way/363743769 way/363743770 way/363743771 way/364309944 way/364309945 way/364309946,ok,2026-09-24
k-way1311122584,,,Agersø Havn,Agersø,,,,badebro badested bro havn,4.5,6,,"55.2101555, 11.1985524",way/1311122584 way/1038329051 way/294947086 way/294947088 way/502359793 way/502359794,ok,2026-09-24
k-way1339468262,,,,Ejby,,,,kajakklub bro,4.5,2,,"55.6895379, 11.8384276",way/1339468262 way/1299195453,ok,2026-09-24
k-way1368848451,nej,bro,Kajakhotel Åbrinken,Åbyhøj,,Kajakhotel ved Aarhus Å. Åen er kun ca. 10 m bred.,2026-09-24,kajakklub bro,4.5,4,,"56.1532500, 10.1815032",way/1368848451 way/1368848453 way/460385960 way/460385962,ok,2026-09-24
k-way143852914,,,Bagsværd Sø Rostadion,Frederiksdal,,,,roklub bro,4.5,2,,"55.7747981, 12.4392608",way/143852914 way/408856242,ok,2026-09-24
k-way166003113,,,Deutscher Ruderverein Gravenstein,Gråsten,,,,roklub bro,4.5,2,,"54.9166776, 9.5914065",way/166003113 way/105901540,ok,2026-09-24
k-way169415874,på kortet,,Kajakbiksen,Pilshuse,,,,kajakklub bro,4.5,2,nyborg-roklub,"55.3048406, 10.7850948",way/169415874 way/126554093,ok,2026-09-24
k-way170397744,,,Helsingør Roklub,Helsingør,,,,roklub bro,4.5,2,,"56.0272165, 12.6068592",way/170397744 way/170397745,ok,2026-09-24
k-way179246438,,,Nåby Kano og Camping,Nåby,,,,kajakklub slæbested,4.5,3,,"55.2855050, 11.6953415",way/179246438 node/1895925135 node/1895925140,ok,2026-09-24
k-way185763886,,,Humlebæk Roklub,Krogerup,,,,roklub bro,4.5,4,,"55.9697055, 12.5450024",way/185763886 way/185763890 way/1177328179 way/304714452,ok,2026-09-24
k-way219057212,,,Ringsted Roklub,Ejlstrup Huse,,,,roklub bro,4.5,3,,"55.4807582, 11.7550181",way/219057212 way/264484462 way/292669346,ok,2026-09-24
k-way219471530,,,Frederikssund Roklub,Frederikssund,,,,roklub bro,4.5,3,,"55.8320433, 12.0571295",way/219471530 way/110867233 way/1349560803,ok,2026-09-24
k-way219580774,,,Hammer-Ro,Vellerup Sommerby,,,,kajakklub roklub,4.5,2,,"55.7543679, 11.8579896",way/219580774 way/219580785,ok,2026-09-24
k-way220281512,,,Herning Roklub,Sunds,,,,roklub bro,4.5,4,,"56.2071922, 9.0144561",way/220281512 way/484048843 way/484048877 way/567801799,ok,2026-09-24
k-way220283123,,,Sunds GF Kajakklub,Sunds,,,,kajakklub bro,4.5,3,,"56.2135072, 9.0113592",way/220283123 way/484048829 way/484048849,ok,2026-09-24
k-way224081323,,,Bagsværd Roklub,Ny Frederiksdal,,,,roklub bro,4.5,5,,"55.7716564, 12.4454609",way/224081323 way/155614069 way/155614083 way/155614118 way/155614138,ok,2026-09-24
k-way228637721,,,Gråsten Roklub,Gråsten,,,,roklub slæbested,4.5,2,,"54.9186680, 9.5949189",way/228637721 way/316646952,ok,2026-09-24
k-way233263309,,,Kongeaa Camping og Kano,Villebøl,,,,kajakklub bro,4.5,2,,"55.4071164, 8.8837578",way/233263309 way/698340781,ok,2026-09-24
k-way265773319,,,Nakskov Roklub,Færgeland,,,,roklub bro,4.5,3,,"54.8293065, 11.1306696",way/265773319 way/228067550 way/38991656,ok,2026-09-24
k-way282172529,på kortet,,Kajakpolo Islands Brygge,Ballonparken,,,,kajakklub bro,4.5,2,kalvebod-boelge,"55.6675106, 12.5762503",way/282172529 way/282172528,ok,2026-09-24
k-way305135015,,,Odense Roklub,Næsby,,,,roklub bro,4.5,3,,"55.4207950, 10.3778923",way/305135015 way/305135013 way/305135014,ok,2026-09-24
k-way317202490,,,Deutscher Ruderverein Hadersleben,Haderslev,,,,roklub bro,4.5,2,,"55.2465812, 9.4798978",way/317202490 way/1386533513,ok,2026-09-24
k-way317204132,på kortet,,Nysted Roklub,Nysted,,,,roklub bro,4.5,4,spot-2,"54.6652205, 11.7283249",way/317204132 way/1348321341 way/317204131 way/96753372,ok,2026-09-24
k-way332387626,,,Kano og Kajakklubben Odin,City Campus,,,,kajakklub bro,4.5,3,,"55.4075114, 10.3778451",way/332387626 way/1067545815 way/392298861,ok,2026-09-24
k-way390132117,,,Fur Bådelaug,Branden,,,,roklub badested,4.5,2,,"56.8054039, 9.0214572",way/390132117 node/13985393210,ok,2026-09-24
k-way423910268,på kortet,,Ballehage Søbad,Højbjerg,,,,badebro vinterbad badested bro,4.5,3,bellehage-strand,"56.1208394, 10.2253696",way/423910268 node/13855681640 way/38168262,ok,2026-09-24
k-way610153741,,,Lynæs Sejl og Kajakklub,Lynæs,,,,kajakklub bro,4.5,7,,"55.9438950, 11.8653178",way/610153741 way/110693879 way/110693883 way/110693886 way/110693896 way/110693900 way/110693904,ok,2026-09-24
k-way614716490,på kortet,,Westwind Bork Havn,Kirkehøj,,,,kajakklub bro,4.5,3,spot-15,"55.8485122, 8.2779111",way/614716490 way/277147183 way/277147186,ok,2026-09-24
k-way778214214,,,Kajakklubben Sydvest,Kongsgård,,,,kajakklub bro,4.5,2,,"55.6161354, 8.4731875",way/778214214 way/902526057,ok,2026-09-24
k-way956028975,lovende,badebro,Bigum Søbad,Bigum,"56.5394439, 9.6554232",Bigum Søbad/vinterbad med en 61 m lang bro ud forbi rørskoven til åbent vand i en stor sø.,2026-09-24,badebro vinterbad badested bro,4.5,3,,"56.5397249, 9.6553427",way/956028975 way/1347172390 way/463112403,ok,2026-09-24
k-node10312620503,,,Padel.dk,City Campus,,,,kajakklub,4.0,1,,"55.4021974, 10.3717636",node/10312620503,forsvundet,2026-09-24
k-node10570927403,nej,andet,Pakhus77,Aarhus,,"Padel-tennis (Pakhus77), ikke kajak – fejl i søgningen, som nu er rettet.",2026-09-24,kajakklub,4.0,2,,"56.1615451, 10.2226337",node/10570927403 way/270799966,forsvundet,2026-09-24
k-node10671972632,,,Stilling for 50mm kanon,Hirtshals,,,,kajakklub,4.0,1,,"57.5831950, 9.9436794",node/10671972632,forsvundet,2026-09-24
k-node10671972671,,,Fundament for luftværnskanon,Hirtshals,,,,kajakklub,4.0,1,,"57.5832629, 9.9415034",node/10671972671,forsvundet,2026-09-24
k-node10674023835,,,"Lukket kanonstilling til fransk 10,5 cm kanon",Krage Strand,,,,kajakklub,4.0,7,,"57.5835807, 9.9370908",node/10674023835 node/10677023568 node/10677023587 node/10677027413 node/10677027414 node/1539678632 node/9675491871,forsvundet,2026-09-24
k-node10726590760,på kortet,,,Viborg,,,,badebro badested bro,4.0,11,viborg-baadelaug,"56.4535434, 9.4184616",node/10726590760 way/1053901459 way/1206798474 way/1206798475 way/1207112691 way/1207112692 way/1207112693 way/1207112694 way/1207112695 way/1211819168 way/1211819169,ok,2026-09-24
k-node10814643680,på kortet,,Aarhus Havkajakklub,Frederiksbjerg,,,,kajakklub,4.0,1,marselisborg-lystbaadehavn,"56.1392671, 10.2141023",node/10814643680,ok,2026-09-24
k-node10844704039,,,,Amagerbro,,,,badebro badested bro,4.0,3,,"55.6697234, 12.5972367",node/10844704039 way/760237054 way/915616751,ok,2026-09-24
k-node11013955253,måske,bro,Dråby Strand,Dråby Strand,"56.2213801, 10.7409963","Dråby Strand ved campingpladsen med en 55 m lang bro ud i Ebeltoft Vig. Åbent, lavt og klart vand – bølger ved vind.",2026-09-24,badebro badested bro,4.0,2,,"56.2213115, 10.7404599",node/11013955253 way/1518070256,ok,2026-09-24
k-node11013955255,lovende,badebro,Lyngsbæk-Femmøller Strand,Femmøller Strand,"56.2272362, 10.6053586",Lyngsbæk-Femmøller Strand med en 95 m lang badebro og platforme ud til dybere vand i Ebeltoft Vig. Bølger ved pålandsvind.,2026-09-24,badebro badested bro,4.0,2,,"56.2275583, 10.6049134",node/11013955255 way/793713706,ok,2026-09-24
k-node11209944344,,,Mål for maskinkanon,Juvre,,,,kajakklub,4.0,1,,"55.1962229, 8.5522449",node/11209944344,forsvundet,2026-09-24
k-node11407341156,,,Kano,Klokholm,,,,kajakklub,4.0,1,,"55.4245245, 10.0380925",node/11407341156,ok,2026-09-24
k-node11407341163,,,Kano,Dybmose,,,,kajakklub,4.0,1,,"55.4255960, 10.0410323",node/11407341163,ok,2026-09-24
k-node11417009632,,,Vemb Kanoplads,Vemb,,,,kajakklub,4.0,2,,"56.3397596, 8.3495780",node/11417009632 way/300359488,ok,2026-09-24
k-node11426793977,,,Holstebro Kanoplads,Holstebro,,,,kajakklub,4.0,2,,"56.3562338, 8.6219220",node/11426793977 way/300360975,ok,2026-09-24
k-node11789627167,,,,Østerbro,,,,badebro badested bro,4.0,3,,"55.7048766, 12.5940434",node/11789627167 way/1202912963 way/1202912964,ok,2026-09-24
k-node11789627168,,,,Indre By,,,,badebro badested bro,4.0,7,,"55.6870278, 12.6188921",node/11789627168 way/1125366676 way/429516436 way/429516437 way/429516438 way/429516439 way/429516440,ok,2026-09-24
k-node11920565051,,,Jenle Kajakovernatningsplads,Astrup Vig,,,,kajakklub,4.0,2,,"56.6658436, 9.0949251",node/11920565051 node/3757023936,ok,2026-09-24
k-node11961297793,,,Endelave Lynger Strand,Lynger Strand,,,,badebro badested bro,4.0,2,,"55.7439498, 10.2999272",node/11961297793 way/1290067207,ok,2026-09-24
k-node11980680649,,,Davinde Sø,Davinde,,,,badebro badested bro,4.0,3,,"55.3342474, 10.5397224",node/11980680649 way/1292349778 way/1292349780,ok,2026-09-24
k-node11987760389,nej,andet,Kanogården,Hvornum,,Kanogården ved Hvornum er en gård/kanoudlejning uden vand på stedet.,2026-09-24,kajakklub,4.0,1,,"56.5858646, 9.6590683",node/11987760389,ok,2026-09-24
k-node12064848501,,,,Hirsholm,,,,badebro badested bro,4.0,2,,"57.4848736, 10.6203622",node/12064848501 way/1502064557,ok,2026-09-24
k-node12163062186,,,Gedser Nord,Gedser,,,,badebro badested bro,4.0,3,,"54.5840094, 11.9213517",node/12163062186 way/1314110360 way/1314110361,ok,2026-09-24
k-node12278318150,,,Grønnerup Strand Kajakplads,Stistrup,,,,kajakklub,4.0,1,,"56.7600123, 9.2359766",node/12278318150,ok,2026-09-24
k-node12331274862,,,Badebroen Fjordvej,Strandhuse,,,,badebro bro kanoplads,4.0,3,,"55.4967492, 9.5440557",way/310571289 node/12331274862 way/852719029,ok,2026-09-24
k-node12460428733,,,Balancegården Kanoplads,Skærbækmølle,,,,kajakklub,4.0,2,,"56.2644872, 8.8800787",node/12460428733 way/431505764,ok,2026-09-24
k-node12468469417,,,,Nordhavn,,,,badebro badested bro,4.0,2,,"55.7097740, 12.5951422",node/12468469417 way/1385448502,ok,2026-09-24
k-node12471718388,,,Søren Bild Strand,Strandhuse,,,,badebro badested bro,4.0,2,,"55.0445625, 10.4014279",node/12471718388 way/117562346,ok,2026-09-24
k-node12640404383,,,Surfer's Paradise,Drejby,,,,kajakklub,4.0,1,,"54.8604155, 9.9989649",node/12640404383,ok,2026-09-24
k-node12771923936,,,Præstens Plantage Kajakplads,Strandgård,,,,kajakklub,4.0,1,,"57.0141988, 10.3527733",node/12771923936,ok,2026-09-24
k-node12826932556,,,Nordhavn Havsvømmebane,Nordhavn,,,,badebro badested bro,4.0,3,,"55.7216691, 12.6131327",node/12826932556 way/1414654097 way/1286776259,ok,2026-09-24
k-node12912727953,,,Broby og Suså Kanoudlejning,Løvehave,,,,kajakklub,4.0,1,,"55.3898148, 11.6457427",node/12912727953,ok,2026-09-24
k-node13013612466,,,Glyngøre Sejlklub,Glyngøre,,,,sup bro sejlklub,4.0,6,,"56.7635382, 8.8670770",node/13013612466 way/215213915 way/215213916 way/388411116 way/914991584 way/917766417,ok,2026-09-24
k-node13021246521,,,Vitsø,Søby,,,,badebro badested bro,4.0,2,,"54.9359671, 10.2422614",node/13021246521 way/1359269811,ok,2026-09-24
k-node13027003447,,,,Nostrup,,,,badebro badested bro,4.0,2,,"55.7119823, 11.0058693",node/13027003447 way/1417589515,ok,2026-09-24
k-node13031202095,,,Padel Yard Jernbanebyen,Vesterbro,,,,kajakklub,4.0,1,,"55.6585760, 12.5478636",node/13031202095,forsvundet,2026-09-24
k-node1331261279,,,Skjolden badestrand,Sorø,,,,badebro badested bro,4.0,2,,"55.4415297, 11.5487550",node/1331261279 way/1286993575,ok,2026-09-24
k-node13851746109,lovende,badebro,Moesgård Strand,Fulden,"56.0865446, 10.2497973","Moesgård Strand med en 101 m lang badebro (sæsonbro, kun delvist synlig på luftfotoet) ud til dybt vand i Aarhus Bugt. Læ ved vestenvind.",2026-09-24,badebro badested bro,4.0,2,,"56.0870025, 10.2486976",node/13851746109 way/875806722,ok,2026-09-24
k-node13852413371,,,Melsted,Melsted,,,,badebro badested bro,4.0,2,,"55.2012955, 14.9831491",node/13852413371 way/1304913890,ok,2026-09-24
k-node13852591590,,,Lille Sandkås,Sandkås,,,,badebro badested bro,4.0,2,,"55.2593054, 14.8171096",node/13852591590 way/96706619,ok,2026-09-24
k-node13854255324,måske,bro,Risskov Strandpark,Skolevangen,"56.1839639, 10.2386996","Risskov Strandpark med en kort bro (13 m) ved en bygning, men vandet bliver hurtigt dybt her. Læ ved vestenvind.",2026-09-24,badebro badested bro,4.0,2,,"56.1846356, 10.2393326",node/13854255324 way/1450920168,ok,2026-09-24
